
    180 atoms
    270 bonds
    1 atom types
    1 bond types

    -20.000000 20.000000 xlo xhi
    -20.000000 20.000000 ylo yhi
    -20.000000 20.000000 zlo zhi

    Atoms 

    1 1 10.684653 -6.219438 1.556415 1 
2 1 10.742438 -7.153961 0.704744 1 
3 1 10.406459 -6.681884 -0.373706 1 
4 1 10.142834 -5.490131 -0.248241 1 
5 1 10.313406 -5.187085 0.947033 1 
6 1 7.788159 -5.315833 5.858242 1 
7 1 8.644142 -5.036620 4.973375 1 
8 1 8.273667 -4.022124 4.377671 1 
9 1 7.217731 -3.665117 4.871823 1 
10 1 6.900848 -4.461387 5.728834 1 
11 1 8.806965 -10.747325 3.873486 1 
12 1 9.681742 -9.909091 3.587468 1 
13 1 9.524739 -8.955008 4.427297 1 
14 1 8.665765 -9.259452 5.233940 1 
15 1 8.193288 -10.373881 4.904774 1 
16 1 7.792062 -10.875282 -1.918285 1 
17 1 8.812409 -10.299720 -1.523749 1 
18 1 9.156150 -10.799331 -0.410632 1 
19 1 8.318022 -11.664915 -0.103602 1 
20 1 7.469019 -11.725412 -1.044258 1 
21 1 6.146717 -5.503765 -3.512427 1 
22 1 7.361842 -5.640029 -3.255165 1 
23 1 7.622421 -6.866576 -3.423103 1 
24 1 6.612702 -7.459156 -3.823576 1 
25 1 5.689351 -6.579873 -3.869759 1 
26 1 6.174220 -2.015650 1.205704 1 
27 1 7.316208 -2.373138 0.751673 1 
28 1 7.133751 -2.686401 -0.427676 1 
29 1 5.958470 -2.529031 -0.694850 1 
30 1 5.359928 -2.135861 0.289483 1 
31 1 0.065471 -8.530379 1.313275 1 
32 1 0.457214 -9.589106 1.907627 1 
33 1 0.586056 -9.332727 3.101019 1 
34 1 0.337333 -8.122958 3.283542 1 
35 1 0.046375 -7.650710 2.175917 1 
36 1 3.824069 -10.258274 -2.786137 1 
37 1 3.503927 -11.102993 -1.944961 1 
38 1 2.409377 -10.750312 -1.481159 1 
39 1 2.032910 -9.728916 -2.062694 1 
40 1 2.928431 -9.415831 -2.894151 1 
41 1 5.409128 -12.660908 2.626184 1 
42 1 4.772262 -12.277579 3.664509 1 
43 1 3.609517 -12.136948 3.356368 1 
44 1 3.456537 -12.368882 2.132754 1 
45 1 4.566564 -12.672039 1.706035 1 
46 1 5.032535 -8.160389 6.815831 1 
47 1 4.102651 -7.334721 6.709222 1 
48 1 3.059719 -7.884174 6.377863 1 
49 1 3.344675 -9.096440 6.179421 1 
50 1 4.528456 -9.283761 6.474677 1 
51 1 3.278979 -3.137189 3.889257 1 
52 1 2.415689 -3.115475 3.009531 1 
53 1 1.578804 -3.992430 3.288270 1 
54 1 1.909988 -4.503062 4.408992 1 
55 1 2.940455 -3.923544 4.771343 1 
56 1 2.472395 -4.345000 -2.016969 1 
57 1 2.002844 -5.445548 -2.376250 1 
58 1 1.141915 -5.783789 -1.543118 1 
59 1 1.096996 -4.878309 -0.682168 1 
60 1 1.925816 -3.992517 -0.986518 1 
61 1 10.138077 -7.613072 2.975503 1 
62 1 9.135521 -7.010408 4.738892 1 
63 1 9.678350 -5.598889 3.246848 1 
64 1 9.698366 -7.829602 4.076733 1 
65 1 10.263470 -6.472091 2.620109 1 
66 1 9.243988 -5.835031 4.358895 1 
67 1 10.219034 -8.511564 2.180541 1 
68 1 9.447617 -10.374039 1.606365 1 
69 1 9.906857 -8.983680 0.165429 1 
70 1 9.895379 -9.655210 2.471196 1 
71 1 10.366374 -8.248825 0.994337 1 
72 1 9.603839 -10.097979 0.424088 1 
73 1 9.613134 -8.505668 -0.917752 1 
74 1 8.255657 -8.616352 -2.532226 1 
75 1 9.021380 -6.753113 -1.918226 1 
76 1 8.971666 -9.153666 -1.693554 1 
77 1 9.776425 -7.324315 -1.151900 1 
78 1 8.404048 -7.424532 -2.721837 1 
79 1 8.735417 -5.553664 -1.758692 1 
80 1 7.217357 -4.148729 -1.869456 1 
81 1 8.702656 -4.027648 -0.353809 1 
82 1 7.844877 -5.075013 -2.345513 1 
83 1 9.278000 -4.982485 -0.824020 1 
84 1 7.719057 -3.581778 -0.914617 1 
85 1 9.322640 -4.566170 2.656274 1 
86 1 7.819599 -3.179388 2.552737 1 
87 1 8.841433 -3.746111 0.805923 1 
88 1 8.569178 -3.839756 3.240781 1 
89 1 9.608505 -4.421495 1.494439 1 
90 1 8.042112 -3.049402 1.364007 1 
91 1 8.283144 -7.272177 5.581388 1 
92 1 6.872672 -8.774655 6.015309 1 
93 1 6.394786 -6.735970 6.355620 1 
94 1 7.943775 -8.448254 5.691695 1 
95 1 7.538244 -6.430717 6.035750 1 
96 1 6.113427 -7.879098 6.504243 1 
97 1 5.236806 -3.422069 4.343648 1 
98 1 4.716451 -2.519832 2.562247 1 
99 1 6.740926 -2.831020 3.015373 1 
100 1 4.388499 -2.925281 3.654295 1 
101 1 6.424865 -3.198127 4.124447 1 
102 1 5.902872 -2.313818 2.301144 1 
